(56623104, 8.9940828402366879, '9888884432211')
(59535000, 5.0059171597633139, '9776555533221')
(61931520, 6.5325443786982245, '8887666542211')
(62208000, 5.0059171597633139, '9866555443221')
(62985600, 6.6745562130177509, '9995544433321')
(62985600, 6.6745562130177509, '9995544433321')
(63504000, 4.4023668639053248, '9775554443321')
(65318400, 5.4674556213017755, '9975544443321')
(66679200, 5.443786982248521, '9777655433221')
(66679200, 5.8698224852071004, '9777665532221')
(69984000, 5.5976331360946752, '9966555443221')
(69984000, 7.3609467455621278, '9988555333221')
(71124480, 5.668639053254438, '9777665444211')
(73156608, 7.9171597633136095, '9997744442221')
(74317824, 7.5147928994082811, '9888764322222')
(76204800, 5.8698224852071004, '9877655433221')
(77760000, 4.9822485207100593, '9866555543221')
(78382080, 5.668639053254438, '9876665443311')
(78382080, 6.5917159763313595, '9887665333221')
(80015040, 5.9763313609467446, '9777666532221')
(83607552, 8.3076923076923084, '9998744442221')
(84672000, 2.5443786982248517, '7765554443322')
(84672000, 2.5443786982248517, '7765554443322')
(84934656, 8.946745562130177, '9888886432211')
(87091200, 5.4082840236686387, '9876655443221')
(87091200, 6.615384615384615, '9887665543211')
(96768000, 4.6982248520710064, '9875554443222')
(96768000, 4.6982248520710064, '9875554443222')
(97542144, 9.2899408284023668, '9988877432211')
(97977600, 6.0, '9876666553211')
(100018800, 5.5147928994082829, '9777665533221')
(102876480, 6.9230769230769234, '9977666532221')
(104976000, 8.2840236686390529, '9999555444211')
(107163000, 6.3786982248520712, '9977655533221')
(107163000, 6.3786982248520712, '9977655533221')
(108864000, 4.4852071005917162, '9766655544221')
(112896000, 2.4023668639053257, '7765554444322')
(114307200, 5.8224852071005921, '9977554443321')
(117573120, 6.840236686390532, '9987665443311')
(120960000, 4.6745562130177518, '9875555443222')
(123863040, 7.1005917159763312, '8888766652211')
(123863040, 7.1005917159763312, '8888766652211')
(125411328, 7.9763313609467446, '9988766432221')
(125411328, 8.0, '9998744432222')
(132269760, 9.6213017751479306, '9999875433211')
(139968000, 6.3076923076923075, '9986655543221')
(146966400, 6.7692307692307692, '9997554443321')
(148635648, 7.2071005917159754, '9888766442221')
(148635648, 7.2071005917159754, '9888766442221')
(150028200, 6.6863905325443787, '9977765533221')
(155520000, 4.4378698224852071, '9866555544321')
(156764160, 6.6390532544378695, '9887666653211')
(158054400, 2.8520710059171597, '7776554444322')
(163296000, 5.6923076923076925, '9976655544221')
(167215104, 7.7633136094674562, '9998744442222')
(167961600, 8.8520710059171606, '9999855444211')
(171460800, 5.0769230769230766, '9776666553221')
(186624000, 4.5325443786982254, '9866655544321')
(186624000, 4.5325443786982254, '9866655544321')
(188956800, 9.3254437869822482, '9999955444211')
(189665280, 2.9822485207100589, '7776654444322')
(195955200, 5.7633136094674562, '9976665544221')
(199065600, 4.0236686390532537, '9866554444322')
(208372500, 6.284023668639052, '9977755553221')
(212336640, 6.2130177514792893, '8888666654211')
(214326000, 6.8284023668639042, '9987765553311')
(219469824, 10.059171597633137, '9998887732211')
(221184000, 5.7159763313609471, '8888665554311')
(222953472, 6.8994082840236679, '9888766432222')
(223948800, 4.5917159763313613, '9966554444322')
(235146240, 6.6390532544378695, '9987666543221')
(235146240, 9.0177514792899398, '9999875444211')
(244944000, 6.9467455621301761, '9988755533321')
(244944000, 6.9467455621301761, '9988755533321')
(247726080, 5.3609467455621296, '8887666544221')
(248832000, 5.1479289940828412, '9886655544321')
(250047000, 6.331360946745562, '9977765553221')
(257191200, 6.1775147928994079, '9977666553221')
(258048000, 5.2071005917159754, '8887665554221')
(258048000, 5.2071005917159754, '8887665554221')
(261273600, 5.9053254437869818, '9887666554311')
(261273600, 6.331360946745562, '9987665544221')
(265420800, 6.1775147928994079, '9888665544221')
(268738560, 5.8698224852071004, '9886666653221')
(270950400, 5.3609467455621296, '8887765543321')
(283435200, 7.2544378698224854, '9999554443331')
(284497920, 4.5325443786982254, '9777665444421')
(294912000, 6.2366863905325438, '8888865554311')
(297271296, 6.4023668639053248, '8888766664211')
(309657600, 5.2544378698224854, '8887666554221')
(309657600, 5.2544378698224854, '8887666554221')
(313528320, 6.0591715976331351, '9887666653221')
(313528320, 7.1597633136094689, '9988766543221')
(313528320, 7.1597633136094689, '9988766543221')
(342921600, 7.1597633136094663, '9988775533321')
(348364800, 5.4082840236686387, '9887665544321')
(353894400, 6.6982248520710073, '9888865544221')
(365783040, 6.5443786982248531, '9987766544221')
(371589120, 5.2899408284023668, '8887666654221')
(371589120, 6.2485207100591715, '8888766665211')
(371589120, 7.0177514792899416, '9888876544311')
(376233984, 7.171597633136094, '9988766643221')
(381024000, 3.4556213017751483, '9776555444332')
(396361728, 5.7159763313609471, '8888766443222')
(412876800, 6.4023668639053248, '8888876554311')
(424673280, 2.9940828402366866, '8866654444432')
(424673280, 7.4792899408284024, '9888886543221')
(428652000, 6.2366863905325438, '9987765553321')
(435456000, 3.3846153846153846, '9766655544422')
(445906944, 6.2130177514792901, '9888766443222')
(453496320, 8.0946745562130182, '9999865443321')
(462944160, 8.7928994082840237, '9999877543311')
(462944160, 8.7928994082840237, '9999877543311')
(495452160, 3.2307692307692308, '8876654444432')
(495452160, 3.2307692307692308, '8876654444432')
(495452160, 5.7869822485207099, '8888766654221')
(509607936, 6.5443786982248522, '9888866443222')
(566231040, 7.159763313609468, '9888886544221')
(566870400, 6.8639053254437865, '9999655444331')
(568995840, 3.9763313609467446, '9777665444422')
(619315200, 4.5443786982248522, '8887666554421')
(619315200, 4.5443786982248522, '8887666554421')
(627056640, 5.0059171597633139, '9887666544331')
(630118440, 4.4852071005917162, '9777766533332')
(743178240, 5.443786982248521, '8888766665411')
(768144384, 8.9940828402366844, '9998887773211')
(812851200, 5.9289940828402372, '9888776554321')
(812851200, 5.9289940828402372, '9888776554321')
(836075520, 4.5207100591715976, '9887665444332')
(870912000, 3.9053254437869822, '9876665554422')
(910393344, 6.6982248520710064, '9988777444222')
(928972800, 4.0946745562130173, '8887666554431')
(928972800, 4.5443786982248531, '9887665544422')
(928972800, 5.4674556213017746, '9888766554421')
(929359872, 6.1301775147928996, '9887777764411')
(940584960, 6.2130177514792901, '9988766654321')
(987614208, 9.562130177514792, '9999888773211')
(1020366720, 7.7159763313609471, '9999965444331')
(1088640000, 2.6390532544378695, '9766655554442')
(1114767360, 4.2366863905325456, '9887665444432')
(1161216000, 3.9408284023668636, '8887666555431')
(1161216000, 4.4023668639053248, '9887665554422')
(1170505728, 7.4082840236686378, '9998877444222')
(1189085184, 6.2130177514792893, '9888876644222')
(1500282000, 5.4082840236686387, '9987776555331')
(1632586752, 8.0, '9999986444331')
(1632586752, 8.0, '9999986444331')
(1632960000, 2.5443786982248517, '9766665555442')
(1651507200, 4.946745562130177, '8888876554431')
(1792336896, 6.4378698224852071, '9988777766411')
(1820786688, 6.840236686390532, '9988877744222')
(1857945600, 5.3609467455621305, '9888876554431')
(2040733440, 7.7633136094674562, '9999986544331')
(2048385024, 7.2307692307692308, '9998877744222')
(2090188800, 4.7455621301775146, '9888766655431')
(2091059712, 6.4852071005917162, '9988777776411')
(2477260800, 5.6923076923076925, '9888887554431')
(2612736000, 3.0059171597633134, '9876666555442')
(2700507600, 6.0710059171597646, '9998777655331')
(2972712960, 5.6094674556213029, '9888887654431')
(3715891200, 3.9763313609467454, '9888766554442')
(3715891200, 3.9763313609467454, '9888766554442')
(3780710640, 6.0236686390532546, '9998777765331')
(4480842240, 5.2544378698224854, '9988777765431')
(5377010688, 5.1360946745562135, '9988777766431')
(6270566400, 2.8402366863905328, '9887666655443')
(7841473920, 4.8639053254437865, '9988777776531')
(8821658160, 5.171597633136094, '9998777776531')
(14108774400, 3.1360946745562126, '9988766665543')
(23514624000, 2.4023668639053253, '9988766665554')
